InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
584075,POST0007,Product Item 0007,20,2024-06-04 20:21:00,47.0,12160,United Kingdom
584209,POST0001,Product Item 0001,21,2024-12-05 03:30:00,43.74,17699,United Kingdom
588398,POST0032,Product Item 0032,18,2024-05-04 15:01:00,38.65,16493,United Kingdom
587743,POST0013,Product Item 0013,24,2024-10-06 00:44:00,39.73,13300,Germany
586648,POST0030,Product Item 0030,11,2025-09-13 18:40:00,33.75,16911,United Kingdom
586171,POST0023,Product Item 0023,2,2025-10-19 21:42:00,14.12,15987,United Kingdom
588813,POST0051,Product Item 0051,18,2025-11-04 08:54:00,45.49,13527,France
588890,POST0059,Product Item 0059,7,2024-05-07 23:53:00,34.02,17511,Spain
581324,POST0056,Product Item 0056,24,2024-11-09 07:40:00,28.68,17254,United Kingdom
586087,POST0019,Product Item 0019,15,2024-11-27 06:30:00,6.88,13218,United Kingdom
582993,POST0032,Product Item 0032,11,2024-05-29 17:47:00,23.18,16496,United Kingdom
584976,POST0030,Product Item 0030,18,2025-03-29 00:26:00,23.82,16735,EIRE
588898,POST0029,Product Item 0029,23,2024-02-05 13:13:00,43.42,15104,France
585812,POST0049,Product Item 0049,12,2025-11-15 18:40:00,28.01,14735,United Kingdom
583770,POST0045,Product Item 0045,6,2025-02-23 16:14:00,19.95,16555,United Kingdom
585372,POST0029,Product Item 0029,20,2024-01-22 09:07:00,48.87,12954,United Kingdom
583583,POST0030,Product Item 0030,23,2024-07-24 10:20:00,6.87,16565,United Kingdom
584557,POST0016,Product Item 0016,13,2025-09-30 09:26:00,21.99,15446,United Kingdom
584587,POST0040,Product Item 0040,20,2024-12-21 11:43:00,3.54,13045,Germany
581151,POST0019,Product Item 0019,16,2025-03-15 20:42:00,37.38,13693,United Kingdom
581954,POST0018,Product Item 0018,18,2024-04-05 03:04:00,46.02,15436,Germany
586602,POST0001,Product Item 0001,10,2024-06-12 18:12:00,15.08,12562,Germany
585354,POST0014,Product Item 0014,23,2024-05-27 19:13:00,43.12,14485,United Kingdom
583371,POST0051,Product Item 0051,8,2025-06-13 14:07:00,15.67,17895,United Kingdom
588160,POST0047,Product Item 0047,18,2024-10-20 09:58:00,45.66,15354,United Kingdom
585964,POST0050,Product Item 0050,21,2024-07-13 13:25:00,38.06,12225,United Kingdom
582191,POST0002,Product Item 0002,1,2025-10-24 22:37:00,40.53,16893,United Kingdom
581687,POST0054,Product Item 0054,23,2025-04-24 19:37:00,2.37,12959,United Kingdom
581309,POST0028,Product Item 0028,8,2024-05-02 01:18:00,48.19,17600,United Kingdom
587946,POST0049,Product Item 0049,6,2025-02-03 09:38:00,36.74,16548,United Kingdom
582502,POST0050,Product Item 0050,5,2025-11-29 06:52:00,16.28,15067,United Kingdom
584127,POST0030,Product Item 0030,15,2025-03-27 09:05:00,41.72,12815,United Kingdom
587763,POST0038,Product Item 0038,22,2025-10-22 02:48:00,15.15,16754,United Kingdom
585568,POST0051,Product Item 0051,15,2024-04-13 11:20:00,43.82,16642,United Kingdom
584367,POST0004,Product Item 0004,2,2025-04-06 09:42:00,6.96,17311,United Kingdom
587604,POST0001,Product Item 0001,1,2025-01-30 08:34:00,35.62,15120,United Kingdom
584395,POST0008,Product Item 0008,23,2024-12-02 22:17:00,27.72,12016,United Kingdom
581813,POST0029,Product Item 0029,23,2025-08-21 00:31:00,6.18,13243,United Kingdom
581845,POST0055,Product Item 0055,11,2024-05-21 04:46:00,13.23,14205,United Kingdom
582164,POST0039,Product Item 0039,10,2024-11-12 09:53:00,2.1,14524,United Kingdom
585762,POST0003,Product Item 0003,18,2025-07-11 17:46:00,24.23,13069,France
587405,POST0032,Product Item 0032,18,2025-06-10 10:16:00,16.11,15444,United Kingdom
586904,POST0010,Product Item 0010,17,2025-07-09 17:04:00,30.51,14565,United Kingdom
586539,POST0010,Product Item 0010,8,2025-02-04 04:29:00,15.91,17864,United Kingdom
582767,POST0019,Product Item 0019,15,2025-11-11 20:03:00,16.04,13060,United Kingdom
586360,POST0046,Product Item 0046,8,2024-11-05 08:37:00,37.54,14327,United Kingdom
581354,POST0034,Product Item 0034,17,2025-05-09 18:46:00,3.83,15420,United Kingdom
582872,POST0033,Product Item 0033,12,2025-07-09 17:13:00,45.28,12301,United Kingdom
583024,POST0023,Product Item 0023,8,2025-09-01 09:42:00,42.83,16276,United Kingdom
583817,POST0055,Product Item 0055,14,2024-04-18 18:33:00,33.88,12606,United Kingdom
584832,POST0028,Product Item 0028,4,2025-01-06 03:45:00,30.27,15170,United Kingdom
588756,POST0032,Product Item 0032,1,2025-09-07 11:09:00,44.77,12699,United Kingdom
585275,POST0050,Product Item 0050,1,2024-07-24 15:16:00,10.49,17088,Spain
581065,POST0007,Product Item 0007,19,2024-02-12 02:05:00,5.33,13139,United Kingdom
585915,POST0029,Product Item 0029,16,2024-09-01 15:55:00,13.11,12190,United Kingdom
586467,POST0008,Product Item 0008,14,2024-10-13 20:32:00,40.03,14300,United Kingdom
585266,POST0001,Product Item 0001,21,2024-12-20 18:40:00,3.18,12980,United Kingdom
585090,POST0057,Product Item 0057,16,2025-04-20 01:13:00,29.76,14975,United Kingdom
583521,POST0055,Product Item 0055,5,2024-03-23 20:14:00,49.77,13184,United Kingdom
583581,POST0003,Product Item 0003,9,2024-04-19 00:55:00,42.99,15327,United Kingdom
582390,POST0024,Product Item 0024,2,2024-07-08 11:59:00,26.78,15394,United Kingdom
582130,POST0023,Product Item 0023,18,2024-09-07 09:12:00,4.59,12127,United Kingdom
583486,POST0059,Product Item 0059,6,2024-10-17 00:31:00,41.81,14065,United Kingdom
581834,POST0008,Product Item 0008,9,2025-10-06 09:33:00,30.54,13816,France
581226,POST0054,Product Item 0054,1,2024-07-19 11:06:00,7.07,17854,United Kingdom
584515,POST0057,Product Item 0057,9,2024-11-21 04:43:00,6.05,12569,United Kingdom
585537,POST0047,Product Item 0047,16,2025-05-25 03:06:00,45.61,17442,United Kingdom
583443,POST0037,Product Item 0037,13,2025-02-12 08:17:00,33.95,13895,United Kingdom
581727,POST0003,Product Item 0003,9,2025-08-29 02:09:00,41.71,14733,United Kingdom
586700,POST0051,Product Item 0051,21,2025-05-22 10:38:00,44.12,15863,United Kingdom
587227,POST0033,Product Item 0033,13,2025-08-23 21:55:00,29.23,16721,United Kingdom
584686,POST0028,Product Item 0028,9,2024-03-12 01:53:00,26.59,16014,United Kingdom
584622,POST0047,Product Item 0047,11,2024-09-03 20:22:00,22.37,14901,United Kingdom
582036,POST0008,Product Item 0008,4,2025-10-02 00:12:00,16.87,13686,United Kingdom
582832,POST0034,Product Item 0034,2,2025-08-30 21:34:00,22.57,15009,France
586944,POST0035,Product Item 0035,6,2025-08-09 20:38:00,39.03,12154,United Kingdom
583740,POST0032,Product Item 0032,14,2025-07-19 07:23:00,30.69,14537,United Kingdom
581492,POST0024,Product Item 0024,4,2024-12-09 07:26:00,44.78,13409,United Kingdom
588435,POST0014,Product Item 0014,6,2024-02-23 16:25:00,23.0,16057,United Kingdom
582548,POST0032,Product Item 0032,19,2025-06-11 16:32:00,30.94,12784,United Kingdom
582143,POST0056,Product Item 0056,6,2025-09-02 11:54:00,32.11,15175,United Kingdom
586065,POST0046,Product Item 0046,2,2025-06-15 01:13:00,30.19,16341,United Kingdom
587496,POST0043,Product Item 0043,18,2025-07-11 08:56:00,35.57,17596,United Kingdom
588224,POST0016,Product Item 0016,13,2024-07-11 01:40:00,13.01,17801,United Kingdom
587183,POST0004,Product Item 0004,9,2024-02-27 02:55:00,26.34,14806,United Kingdom
584957,POST0052,Product Item 0052,23,2025-03-12 07:06:00,6.55,12537,United Kingdom
584407,POST0037,Product Item 0037,19,2024-04-20 19:00:00,20.14,17986,United Kingdom
581639,POST0054,Product Item 0054,13,2024-05-08 19:49:00,25.15,13841,United Kingdom
581172,POST0021,Product Item 0021,11,2024-11-21 00:40:00,33.13,17016,United Kingdom
586666,POST0014,Product Item 0014,1,2024-01-08 07:08:00,47.59,14455,Germany
585354,POST0031,Product Item 0031,24,2024-01-29 05:43:00,30.63,12524,Germany
584959,POST0055,Product Item 0055,22,2024-04-21 06:05:00,37.56,17625,Germany
581516,POST0048,Product Item 0048,7,2025-11-03 19:03:00,26.05,14950,United Kingdom
587873,POST0018,Product Item 0018,21,2024-05-10 10:08:00,32.25,16131,United Kingdom
581522,POST0007,Product Item 0007,15,2024-07-06 10:56:00,4.94,16780,United Kingdom
582917,POST0010,Product Item 0010,1,2025-11-05 12:07:00,13.84,16115,United Kingdom
583886,POST0007,Product Item 0007,12,2025-04-19 03:48:00,19.05,14368,United Kingdom
583164,POST0033,Product Item 0033,7,2024-12-29 13:44:00,24.41,15847,Germany
587327,POST0023,Product Item 0023,15,2024-07-22 19:13:00,3.71,16495,France
582929,POST0021,Product Item 0021,21,2024-07-30 22:55:00,8.29,14701,United Kingdom
584945,POST0019,Product Item 0019,19,2025-09-12 14:48:00,14.92,12971,United Kingdom
586235,POST0048,Product Item 0048,1,2024-10-02 22:21:00,48.61,13166,United Kingdom
583209,POST0019,Product Item 0019,17,2024-03-13 16:23:00,17.57,17211,United Kingdom
588746,POST0036,Product Item 0036,17,2025-11-09 13:55:00,24.87,16929,France
584783,POST0029,Product Item 0029,3,2024-08-30 22:40:00,11.01,17919,United Kingdom
583590,POST0018,Product Item 0018,12,2024-04-11 21:36:00,31.12,14774,United Kingdom
588754,POST0002,Product Item 0002,6,2025-11-15 01:56:00,15.11,13982,France
588404,POST0001,Product Item 0001,11,2024-06-19 13:37:00,11.54,12853,United Kingdom
585934,POST0047,Product Item 0047,3,2025-10-14 06:07:00,26.55,16146,United Kingdom
585076,POST0005,Product Item 0005,8,2024-07-06 18:37:00,1.77,15736,Spain
586185,POST0020,Product Item 0020,14,2025-03-16 02:47:00,1.87,15769,United Kingdom
582093,POST0011,Product Item 0011,14,2024-03-26 15:53:00,12.12,12574,United Kingdom
584880,POST0042,Product Item 0042,10,2025-04-20 22:44:00,3.28,15261,United Kingdom
583494,POST0002,Product Item 0002,2,2024-02-21 11:00:00,6.74,13148,United Kingdom
587559,POST0003,Product Item 0003,14,2024-04-20 11:34:00,17.93,13715,United Kingdom
583579,POST0023,Product Item 0023,9,2024-02-12 15:24:00,40.42,16777,United Kingdom
583488,POST0055,Product Item 0055,3,2024-07-29 02:31:00,29.24,16933,Netherlands
583785,POST0012,Product Item 0012,21,2024-07-18 09:45:00,26.36,15854,United Kingdom
587065,POST0020,Product Item 0020,8,2025-09-18 15:12:00,15.73,17173,United Kingdom
587607,POST0005,Product Item 0005,16,2024-01-26 04:33:00,46.68,14491,United Kingdom
587539,POST0037,Product Item 0037,2,2024-10-25 08:15:00,20.75,14660,United Kingdom
583758,POST0038,Product Item 0038,6,2024-03-17 01:40:00,5.72,15124,United Kingdom
582574,POST0030,Product Item 0030,21,2024-05-16 09:16:00,31.42,17691,United Kingdom
588824,POST0009,Product Item 0009,12,2024-01-20 18:25:00,7.02,15051,United Kingdom
586676,POST0034,Product Item 0034,5,2025-03-15 01:12:00,18.24,12004,United Kingdom
587538,POST0053,Product Item 0053,2,2024-07-29 17:17:00,26.1,17222,United Kingdom
583373,POST0044,Product Item 0044,16,2025-07-04 02:36:00,43.89,17315,United Kingdom
584990,POST0035,Product Item 0035,5,2025-03-10 12:14:00,25.43,16869,United Kingdom
586210,POST0052,Product Item 0052,15,2024-07-25 02:11:00,35.55,12876,United Kingdom
585845,POST0058,Product Item 0058,12,2025-03-14 22:41:00,49.64,12991,United Kingdom
582093,POST0022,Product Item 0022,4,2025-10-27 16:58:00,7.88,16142,United Kingdom
582189,POST0044,Product Item 0044,15,2024-02-11 23:47:00,14.82,16364,United Kingdom
583689,POST0024,Product Item 0024,11,2025-02-14 23:19:00,20.63,16465,United Kingdom
585095,POST0017,Product Item 0017,16,2025-06-06 09:18:00,21.95,12635,United Kingdom
587357,POST0010,Product Item 0010,23,2025-09-01 01:46:00,21.43,17225,United Kingdom
582875,POST0030,Product Item 0030,6,2025-03-02 04:24:00,45.51,13693,United Kingdom
588768,POST0056,Product Item 0056,14,2024-10-01 20:28:00,36.12,13682,United Kingdom
584406,POST0059,Product Item 0059,18,2025-03-23 18:22:00,30.98,16752,United Kingdom
582787,POST0046,Product Item 0046,12,2025-01-03 02:34:00,16.5,12119,United Kingdom
587512,POST0023,Product Item 0023,11,2024-08-07 16:27:00,41.45,12830,United Kingdom
584932,POST0032,Product Item 0032,13,2025-07-30 16:36:00,47.81,17906,United Kingdom
582607,POST0017,Product Item 0017,21,2024-08-19 04:06:00,41.32,15675,United Kingdom
584748,POST0050,Product Item 0050,23,2024-11-23 08:50:00,1.58,17177,United Kingdom
581048,POST0051,Product Item 0051,11,2025-03-18 14:17:00,32.36,13369,United Kingdom
586171,POST0017,Product Item 0017,23,2024-02-21 08:57:00,3.98,12740,United Kingdom
586408,POST0014,Product Item 0014,16,2025-01-10 12:08:00,13.99,12116,United Kingdom
584861,POST0009,Product Item 0009,15,2024-09-19 19:37:00,4.39,17949,United Kingdom
586745,POST0040,Product Item 0040,21,2024-09-23 02:33:00,30.78,14838,United Kingdom
588406,POST0002,Product Item 0002,15,2024-12-24 01:31:00,34.79,13150,United Kingdom
583180,POST0045,Product Item 0045,4,2024-11-12 05:37:00,7.05,13931,France
584046,POST0025,Product Item 0025,11,2024-11-19 19:14:00,20.11,13012,United Kingdom
583833,POST0039,Product Item 0039,19,2025-10-27 07:29:00,23.62,13664,France
586285,POST0009,Product Item 0009,15,2025-10-13 13:29:00,19.4,13081,United Kingdom
582397,POST0054,Product Item 0054,4,2025-07-16 13:06:00,7.37,16729,United Kingdom
587516,POST0022,Product Item 0022,21,2025-09-20 04:32:00,21.81,12512,United Kingdom
586924,POST0043,Product Item 0043,13,2025-02-24 09:47:00,37.92,14849,France
588645,POST0046,Product Item 0046,22,2024-02-15 02:56:00,4.94,17215,United Kingdom
584826,POST0004,Product Item 0004,19,2025-08-22 13:50:00,5.39,17237,United Kingdom
585574,POST0026,Product Item 0026,2,2024-09-25 10:42:00,18.7,12559,United Kingdom
581831,POST0058,Product Item 0058,14,2025-08-23 17:52:00,47.16,15672,United Kingdom
583697,POST0029,Product Item 0029,4,2025-01-15 09:26:00,33.92,16583,United Kingdom
586710,POST0045,Product Item 0045,16,2024-04-27 11:05:00,34.41,16992,United Kingdom
585777,POST0034,Product Item 0034,21,2025-07-19 22:58:00,19.05,15343,United Kingdom
588802,POST0023,Product Item 0023,20,2024-04-25 22:11:00,30.29,17308,United Kingdom
583735,POST0037,Product Item 0037,14,2025-09-21 14:27:00,1.99,16070,United Kingdom
586419,POST0011,Product Item 0011,15,2024-09-16 17:49:00,32.34,16799,United Kingdom
581081,POST0006,Product Item 0006,3,2024-03-15 05:01:00,45.79,13470,United Kingdom
581086,POST0018,Product Item 0018,8,2025-04-24 14:27:00,31.2,12580,France
587368,POST0021,Product Item 0021,16,2024-10-31 15:11:00,43.87,14294,United Kingdom
583063,POST0042,Product Item 0042,10,2024-01-07 06:47:00,36.61,15147,United Kingdom
581821,POST0036,Product Item 0036,4,2024-12-31 20:12:00,7.35,16249,United Kingdom
588525,POST0041,Product Item 0041,18,2025-09-25 13:41:00,45.26,13679,United Kingdom
581162,POST0038,Product Item 0038,2,2025-06-06 19:12:00,4.72,15506,United Kingdom
588777,POST0034,Product Item 0034,17,2024-12-13 09:20:00,27.39,17092,Germany
584739,POST0017,Product Item 0017,13,2025-03-13 21:29:00,8.39,14744,United Kingdom
587657,POST0037,Product Item 0037,4,2024-08-02 19:01:00,2.07,15356,United Kingdom
583397,POST0025,Product Item 0025,11,2025-03-04 07:43:00,21.96,16045,United Kingdom
582932,POST0038,Product Item 0038,7,2025-05-12 02:23:00,15.81,13243,United Kingdom
583728,POST0058,Product Item 0058,12,2025-06-23 07:21:00,25.07,17188,United Kingdom
584535,POST0012,Product Item 0012,10,2025-01-01 20:23:00,29.49,15118,EIRE
586946,POST0023,Product Item 0023,7,2024-11-08 19:40:00,3.62,17104,United Kingdom
586956,POST0053,Product Item 0053,13,2025-06-21 08:06:00,7.46,14141,United Kingdom
584446,POST0042,Product Item 0042,7,2024-02-23 14:19:00,28.59,17869,United Kingdom
586211,POST0022,Product Item 0022,24,2025-06-24 19:17:00,18.14,17053,United Kingdom
587324,POST0021,Product Item 0021,17,2025-04-11 02:27:00,36.86,15059,United Kingdom
583790,POST0027,Product Item 0027,10,2024-06-12 22:39:00,33.13,16548,United Kingdom
588468,POST0057,Product Item 0057,10,2024-11-29 18:14:00,42.5,17323,United Kingdom
583707,POST0031,Product Item 0031,24,2025-06-30 20:56:00,35.08,14959,United Kingdom
588959,POST0006,Product Item 0006,4,2024-12-13 22:37:00,22.35,14265,United Kingdom
588356,POST0027,Product Item 0027,20,2024-09-29 13:30:00,34.13,14479,United Kingdom
586978,POST0040,Product Item 0040,4,2025-02-17 11:05:00,14.85,16646,United Kingdom
584933,POST0034,Product Item 0034,22,2025-05-14 01:29:00,16.35,13635,United Kingdom
584385,POST0012,Product Item 0012,7,2024-04-02 22:37:00,39.76,17408,United Kingdom
587636,POST0045,Product Item 0045,22,2025-11-15 03:18:00,23.15,13757,United Kingdom
581922,POST0057,Product Item 0057,1,2024-03-19 19:44:00,40.21,16452,United Kingdom
583175,POST0053,Product Item 0053,12,2025-09-13 08:57:00,41.38,14070,United Kingdom
588686,POST0007,Product Item 0007,24,2024-08-04 19:04:00,43.08,17881,United Kingdom
586545,POST0010,Product Item 0010,13,2024-12-23 05:00:00,45.95,17877,United Kingdom
582582,POST0045,Product Item 0045,10,2025-09-09 12:03:00,22.4,14849,United Kingdom
581564,POST0017,Product Item 0017,15,2025-05-21 16:02:00,16.96,15251,United Kingdom
584258,POST0026,Product Item 0026,13,2025-07-12 01:07:00,29.73,15730,France
583597,POST0021,Product Item 0021,23,2024-06-29 07:38:00,19.5,14489,United Kingdom
583500,POST0028,Product Item 0028,22,2025-07-29 06:37:00,30.65,13631,United Kingdom
585566,POST0058,Product Item 0058,22,2024-09-02 10:19:00,35.71,14816,United Kingdom
581987,POST0046,Product Item 0046,21,2024-08-31 21:49:00,34.88,13015,United Kingdom
587881,POST0002,Product Item 0002,22,2025-05-20 19:23:00,19.66,13348,United Kingdom
584636,POST0054,Product Item 0054,9,2025-02-25 12:09:00,9.59,16611,France
587030,POST0043,Product Item 0043,9,2024-11-15 09:15:00,22.38,15087,France
581223,POST0001,Product Item 0001,15,2024-03-27 13:00:00,8.41,14839,United Kingdom
587297,POST0051,Product Item 0051,10,2024-08-04 14:53:00,44.66,12335,France
587703,POST0053,Product Item 0053,24,2025-05-04 10:09:00,18.27,17878,Netherlands
581350,POST0036,Product Item 0036,10,2025-06-02 12:27:00,8.99,16592,Germany
588314,POST0051,Product Item 0051,8,2024-10-04 04:41:00,2.73,12895,Germany
582928,POST0026,Product Item 0026,24,2024-06-17 11:00:00,32.82,15546,United Kingdom
588743,POST0029,Product Item 0029,16,2024-11-25 15:23:00,32.38,12851,United Kingdom
581348,POST0021,Product Item 0021,17,2025-10-11 16:35:00,18.02,13687,United Kingdom
585277,POST0011,Product Item 0011,5,2025-03-16 12:25:00,4.98,13931,United Kingdom
585732,POST0040,Product Item 0040,4,2025-01-25 01:26:00,21.36,15746,Netherlands
582017,POST0011,Product Item 0011,18,2025-05-10 18:22:00,16.59,14427,United Kingdom
583226,POST0036,Product Item 0036,24,2025-01-15 20:28:00,34.33,13568,United Kingdom
588206,POST0049,Product Item 0049,19,2024-11-01 13:10:00,30.87,16000,United Kingdom
585867,POST0059,Product Item 0059,4,2025-11-03 22:40:00,19.18,17052,Germany
588037,POST0039,Product Item 0039,7,2025-05-27 21:17:00,12.07,14738,Netherlands
588170,POST0040,Product Item 0040,10,2024-07-06 05:03:00,49.41,15498,United Kingdom
586111,POST0035,Product Item 0035,18,2025-05-30 23:23:00,23.51,17732,United Kingdom
587207,POST0054,Product Item 0054,19,2025-10-05 02:09:00,34.87,17387,United Kingdom
585124,POST0034,Product Item 0034,4,2025-03-02 09:55:00,8.32,17536,United Kingdom
583419,POST0055,Product Item 0055,10,2025-05-16 21:39:00,25.05,17287,United Kingdom
588690,POST0047,Product Item 0047,1,2024-09-16 09:17:00,2.84,15913,United Kingdom
587240,POST0024,Product Item 0024,23,2025-05-27 14:58:00,26.01,13066,United Kingdom
582893,POST0054,Product Item 0054,18,2024-03-11 20:06:00,48.25,16380,United Kingdom
586561,POST0022,Product Item 0022,5,2025-04-22 21:31:00,20.13,14444,United Kingdom
586322,POST0005,Product Item 0005,15,2024-06-26 22:25:00,3.39,16107,United Kingdom
588578,POST0056,Product Item 0056,17,2025-04-01 01:17:00,3.0,17726,United Kingdom
584040,POST0033,Product Item 0033,3,2024-07-07 13:03:00,20.31,15373,United Kingdom
583068,POST0058,Product Item 0058,12,2024-10-17 22:42:00,9.26,15969,United Kingdom
588718,POST0036,Product Item 0036,2,2025-06-03 11:13:00,2.63,14546,United Kingdom
587878,POST0047,Product Item 0047,1,2024-10-18 03:57:00,38.17,12753,United Kingdom
582125,POST0020,Product Item 0020,23,2025-09-26 19:17:00,23.73,14082,United Kingdom
584117,POST0019,Product Item 0019,21,2024-10-09 20:15:00,15.53,14774,Germany
585161,POST0035,Product Item 0035,17,2025-06-27 22:59:00,45.15,14896,United Kingdom
587746,POST0052,Product Item 0052,22,2025-01-11 04:37:00,7.13,16185,United Kingdom
588331,POST0043,Product Item 0043,16,2025-10-19 17:21:00,47.85,12775,United Kingdom
585042,POST0017,Product Item 0017,5,2024-06-04 08:43:00,16.72,13625,Germany
586230,POST0059,Product Item 0059,15,2025-05-22 02:59:00,44.58,15069,United Kingdom
585433,POST0045,Product Item 0045,3,2025-02-16 02:02:00,30.74,12417,United Kingdom
583170,POST0043,Product Item 0043,7,2025-06-11 21:09:00,41.59,12114,Netherlands
586824,POST0034,Product Item 0034,11,2024-12-20 23:16:00,49.21,12616,United Kingdom
581446,POST0009,Product Item 0009,10,2025-07-12 17:54:00,15.48,15974,United Kingdom
583658,POST0026,Product Item 0026,9,2024-07-05 18:14:00,48.11,15267,United Kingdom
584362,POST0002,Product Item 0002,14,2024-01-31 07:59:00,20.39,12825,United Kingdom
583718,POST0053,Product Item 0053,13,2024-09-16 17:22:00,20.19,17745,United Kingdom
584483,POST0009,Product Item 0009,2,2025-02-24 01:23:00,18.01,13516,United Kingdom
587758,POST0009,Product Item 0009,3,2025-06-12 19:38:00,27.75,15146,EIRE
583944,POST0040,Product Item 0040,7,2025-07-04 09:24:00,8.97,12412,EIRE
585376,POST0017,Product Item 0017,21,2024-10-30 10:18:00,28.35,12728,United Kingdom
588210,POST0001,Product Item 0001,18,2024-02-08 05:56:00,27.77,15348,United Kingdom
588653,POST0025,Product Item 0025,3,2025-05-03 13:35:00,38.44,14808,United Kingdom
581595,POST0043,Product Item 0043,10,2025-10-05 10:46:00,41.92,12675,Netherlands
582986,POST0040,Product Item 0040,22,2025-06-25 07:22:00,22.86,15465,Netherlands
583750,POST0042,Product Item 0042,7,2025-10-31 18:12:00,16.16,17988,United Kingdom
582074,POST0025,Product Item 0025,9,2024-10-04 08:42:00,14.08,14504,United Kingdom
584969,POST0039,Product Item 0039,17,2024-07-21 02:22:00,10.94,14967,United Kingdom
585305,POST0035,Product Item 0035,11,2024-03-06 03:11:00,4.3,14786,United Kingdom
585221,POST0003,Product Item 0003,7,2024-04-17 23:30:00,18.11,13122,United Kingdom
585587,POST0050,Product Item 0050,24,2024-09-24 06:17:00,14.6,16079,United Kingdom
584580,POST0037,Product Item 0037,14,2024-08-09 09:40:00,48.36,13571,United Kingdom
584007,POST0044,Product Item 0044,19,2025-06-13 08:54:00,28.54,17073,United Kingdom
581969,POST0044,Product Item 0044,4,2024-03-30 21:56:00,18.34,17104,United Kingdom
581580,POST0051,Product Item 0051,6,2025-11-23 17:12:00,29.65,14143,EIRE
583824,POST0030,Product Item 0030,10,2024-09-11 21:34:00,8.25,13687,United Kingdom
587401,POST0038,Product Item 0038,7,2025-03-30 23:30:00,23.03,16132,United Kingdom
585001,POST0034,Product Item 0034,13,2024-09-09 01:32:00,31.87,15851,United Kingdom
582211,POST0012,Product Item 0012,14,2024-09-13 08:48:00,25.21,15440,United Kingdom
581229,POST0019,Product Item 0019,4,2025-01-17 19:37:00,20.98,15766,United Kingdom
585284,POST0037,Product Item 0037,8,2025-03-17 06:44:00,49.69,17644,United Kingdom
588582,POST0044,Product Item 0044,5,2025-08-21 13:59:00,44.19,14326,United Kingdom
587153,POST0059,Product Item 0059,1,2024-03-30 19:32:00,31.73,14914,United Kingdom
584185,POST0059,Product Item 0059,4,2025-01-24 14:48:00,29.11,16968,United Kingdom
588243,POST0049,Product Item 0049,3,2025-08-04 21:30:00,31.6,17917,United Kingdom
587819,POST0017,Product Item 0017,9,2024-02-13 07:01:00,11.26,17392,United Kingdom
581501,POST0010,Product Item 0010,8,2025-10-25 07:51:00,20.66,15952,United Kingdom
583132,POST0057,Product Item 0057,1,2025-08-20 14:52:00,3.41,12595,United Kingdom
581048,POST0055,Product Item 0055,6,2024-01-19 09:06:00,24.56,17999,Germany
584566,POST0049,Product Item 0049,9,2024-04-10 10:30:00,27.83,12728,United Kingdom
587981,POST0047,Product Item 0047,7,2025-08-29 17:17:00,12.54,13365,United Kingdom
584055,POST0012,Product Item 0012,4,2024-12-22 12:57:00,48.25,16492,United Kingdom
581688,POST0016,Product Item 0016,13,2025-06-25 06:03:00,45.6,12698,United Kingdom
581386,POST0024,Product Item 0024,17,2024-02-02 01:58:00,36.52,17731,United Kingdom
581969,POST0019,Product Item 0019,2,2024-08-16 21:01:00,27.36,12395,Germany
584460,POST0008,Product Item 0008,5,2025-06-07 09:05:00,43.68,16171,United Kingdom
582005,POST0031,Product Item 0031,12,2025-09-21 19:52:00,7.84,16360,Spain
587361,POST0021,Product Item 0021,21,2024-06-03 08:41:00,39.83,14502,United Kingdom
586820,POST0017,Product Item 0017,8,2025-02-26 10:33:00,7.55,13819,United Kingdom
587100,POST0023,Product Item 0023,6,2024-09-02 16:02:00,40.01,12717,United Kingdom
584052,POST0037,Product Item 0037,8,2025-02-08 15:57:00,14.87,14782,United Kingdom
584417,POST0054,Product Item 0054,18,2025-06-24 14:42:00,44.03,16946,United Kingdom
588397,POST0016,Product Item 0016,3,2024-06-09 12:59:00,47.28,15577,United Kingdom
583302,POST0006,Product Item 0006,22,2024-04-26 14:30:00,8.72,17486,EIRE
583283,POST0008,Product Item 0008,12,2024-09-27 08:35:00,23.94,12143,United Kingdom
588193,POST0025,Product Item 0025,3,2025-11-22 15:37:00,49.07,16980,United Kingdom
582607,POST0018,Product Item 0018,22,2025-05-01 23:40:00,24.94,15140,United Kingdom
588428,POST0025,Product Item 0025,6,2024-06-20 14:25:00,43.37,16491,United Kingdom
586885,POST0012,Product Item 0012,2,2024-09-30 01:45:00,30.05,14938,United Kingdom
585366,POST0015,Product Item 0015,23,2024-09-15 18:28:00,19.7,17588,United Kingdom
581122,POST0059,Product Item 0059,12,2024-05-14 03:33:00,15.36,15636,United Kingdom
587799,POST0026,Product Item 0026,2,2025-11-13 19:04:00,11.35,15222,United Kingdom
582280,POST0041,Product Item 0041,6,2025-02-25 19:15:00,38.44,13167,France
584727,POST0045,Product Item 0045,17,2025-02-24 14:09:00,20.24,14616,France
586540,POST0026,Product Item 0026,3,2024-07-04 03:16:00,26.29,13062,United Kingdom
581258,POST0047,Product Item 0047,2,2024-12-29 00:18:00,25.37,14156,United Kingdom
581947,POST0032,Product Item 0032,23,2025-08-29 10:41:00,29.49,17161,Germany
587190,POST0010,Product Item 0010,20,2025-01-12 17:15:00,43.47,17305,France
585958,POST0016,Product Item 0016,8,2025-06-06 18:24:00,49.06,14982,United Kingdom
